Corresponding to Fig. 1c,,
Cell,Cluster,Organ
somite_E10.5_embryo1_sc50,MC,somite
somite_E10.5_embryo1_sc51,MC,somite
somite_E10.5_embryo1_sc52,MC,somite
somite_E10.5_embryo1_sc53,MC,somite
somite_E10.5_embryo1_sc54,MC,somite
somite_E10.5_embryo1_sc55,MC,somite
somite_E10.5_embryo1_sc56,MC,somite
somite_E10.5_embryo1_sc57,MC,somite
somite_E10.5_embryo1_sc58,MC,somite
somite_E10.5_embryo1_sc59,MC,somite
somite_E10.5_embryo1_sc60,MC,somite
somite_E10.5_embryo1_sc61,MC,somite
somite_E10.5_embryo1_sc62,MC,somite
somite_E10.5_embryo1_sc63,MC,somite
somite_E10.5_embryo1_sc64,MC,somite
somite_E10.5_embryo2_sc65,MC,somite
somite_E10.5_embryo2_sc66,MC,somite
somite_E10.5_embryo2_sc68,MC,somite
somite_E10.5_embryo2_sc69,MC,somite
somite_E10.5_embryo2_sc70,MC,somite
somite_E10.5_embryo2_sc71,MC,somite
somite_E10.5_embryo2_sc72,MC,somite
somite_E10.5_embryo2_sc73,MC,somite
somite_E10.5_embryo2_sc74,MC,somite
somite_E10.5_embryo2_sc76,MC,somite
somite_E10.5_embryo2_sc77,MC,somite
somite_E10.5_embryo2_sc78,MC,somite
somite_E10.5_embryo2_sc79,MC,somite
somite_E10.5_embryo2_sc80,MC,somite
somite_E10.5_embryo2_sc81,MC,somite
somite_E10.5_embryo2_sc82,MC,somite
somite_E10.5_embryo2_sc83,MC,somite
somite_E10.5_embryo2_sc84,MC,somite
somite_E10.5_embryo2_sc85,MC,somite
somite_E10.5_embryo2_sc86,MC,somite
somite_E10.5_embryo2_sc87,MC,somite
somite_E10.5_embryo2_sc88,MC,somite
somite_E10.5_embryo2_sc89,MC,somite
somite_E10.5_embryo2_sc90,MC,somite
somite_E10.5_embryo2_sc91,MC,somite
somite_E10.5_embryo2_sc92,MC,somite
somite_E10.5_embryo2_sc93,MC,somite
somite_E10.5_embryo2_sc94,MC,somite
somite_E10.5_embryo2_sc95,MC,somite
somite_E10.5_embryo2_sc96,MC,somite
somite_E11.5_embryo1_sc33,MC,somite
somite_E11.5_embryo1_sc35,MC,somite
somite_E11.5_embryo1_sc36,MC,somite
somite_E11.5_embryo1_sc37,MC,somite
somite_E11.5_embryo1_sc38,MC,somite
somite_E11.5_embryo1_sc39,MC,somite
somite_E11.5_embryo1_sc40,MC,somite
somite_E11.5_embryo1_sc42,MC,somite
somite_E11.5_embryo1_sc43,MC,somite
somite_E11.5_embryo1_sc44,MC,somite
somite_E11.5_embryo1_sc45,MC,somite
somite_E11.5_embryo1_sc46,MC,somite
somite_E11.5_embryo1_sc47,MC,somite
somite_E11.5_embryo1_sc48,MC,somite
somite_E11.5_embryo1_sc49,MC,somite
somite_E11.5_embryo1_sc50,MC,somite
somite_E11.5_embryo1_sc51,MC,somite
somite_E11.5_embryo1_sc52,MC,somite
somite_E11.5_embryo1_sc53,MC,somite
somite_E11.5_embryo1_sc54,MC,somite
somite_E11.5_embryo1_sc55,MC,somite
somite_E11.5_embryo1_sc56,MC,somite
somite_E11.5_embryo1_sc57,MC,somite
somite_E11.5_embryo1_sc58,MC,somite
somite_E11.5_embryo1_sc59,MC,somite
somite_E11.5_embryo1_sc61,MC,somite
somite_E11.5_embryo1_sc62,MC,somite
somite_E11.5_embryo1_sc63,MC,somite
somite_E11.5_embryo1_sc64,MC,somite
somite_E11.5_embryo2_sc65,MC,somite
somite_E11.5_embryo2_sc67,MC,somite
somite_E11.5_embryo2_sc68,MC,somite
somite_E11.5_embryo2_sc69,MC,somite
somite_E11.5_embryo2_sc70,MC,somite
somite_E11.5_embryo2_sc71,MC,somite
somite_E11.5_embryo2_sc72,MC,somite
somite_E11.5_embryo2_sc73,MC,somite
somite_E11.5_embryo2_sc74,MC,somite
somite_E11.5_embryo2_sc75,MC,somite
somite_E11.5_embryo2_sc76,MC,somite
somite_E11.5_embryo2_sc77,MC,somite
somite_E11.5_embryo2_sc78,MC,somite
somite_E11.5_embryo2_sc79,MC,somite
somite_E11.5_embryo2_sc80,MC,somite
somite_E11.5_embryo2_sc81,MC,somite
somite_E11.5_embryo2_sc82,MC,somite
somite_E11.5_embryo2_sc83,MC,somite
somite_E11.5_embryo2_sc84,MC,somite
somite_E11.5_embryo2_sc85,MC,somite
somite_E11.5_embryo2_sc86,MC,somite
somite_E11.5_embryo2_sc87,MC,somite
somite_E11.5_embryo2_sc88,MC,somite
somite_E11.5_embryo2_sc89,MC,somite
somite_E11.5_embryo2_sc90,MC,somite
somite_E11.5_embryo2_sc91,MC,somite
somite_E11.5_embryo2_sc92,MC,somite
somite_E11.5_embryo2_sc93,MC,somite
somite_E11.5_embryo2_sc94,MC,somite
somite_E11.5_embryo2_sc95,MC,somite
somite_E11.5_embryo2_sc96,MC,somite
